Age_Range,Industry,Job_Title,Annual_Salary,Additional_Monetary_Compensation,Currency,Other_Currency,Country,State/Province,City,"Total _Years_of _Professional_Experience",Total_Years_of_Professional_Field_Experience,Highest_Education,Gender
45-54,"HEALTH CARE","Registered Nurse",64105,0,USD,NA,"United States",Wisconsin,Appleton,"21 - 30 years","11 - 20 years","College Degree",Woman
25-34,"SOCIAL WORK","School Social Worker",52400,1800,USD,NA,"United States",Wisconsin,Appleton,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,RETAIL,"Staff Accountant",46000,2000,USD,NA,"United States",Wisconsin,Appleton,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Tax Manager",88000,2000,USD,NA,"United States",Wisconsin,Arcadia,"8 - 10 years","5-7 years","College Degree",Woman
35-44,SALES,"Inside Sales",40300,4000,USD,NA,"United States","North Carolina",Arden,"11 - 20 years","11 - 20 years","College Degree",Man
25-34,LIBRARIES,Librarian,26000,2000,USD,NA,"United States",Oklahoma,Ardmore,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
45-54,"EDUCATION (PRIMARY/SECONDARY)","Part Time School Teacher/Part Time Senior Education Officer",47000,0,GBP,NA,"United Kingdom",Unknown,Ardrossan,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Software Engineer",64000,0,USD,NA,Denmark,"Central Denmark Region",Århus,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,LAW,Patalegal,35000,0,USD,NA,"United States",Arkansas,Arkadelphia,"21 - 30 years","5-7 years","College Degree",Woman
25-34,"EDUCATION (PRIMARY/SECONDARY)","Professeur D'Histoire-Géographie",34000,1500,EUR,NA,France,"Provence-Alpes-Côte d'Azur",Arles,"8 - 10 years","8 - 10 years",PH.D.,Man
35-44,"COMPUTING OR TECH","Customer Solutions Manager",170000,0,USD,NA,"United States",Maryland,Arlington,"11 - 20 years","11 - 20 years","High School",Man
25-34,"ACCOUNTING, BANKING & FINANCE","Administrative Assistant",57000,2000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Non-binary
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION",Analyst,135200,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
45-54,"GOVERNMENT AND PUBLIC ADMINISTRATION",Analyst,126000,2000,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
35-44,"GOVERNMENT  & PUBLIC ADMINISTRATION",Associate,115000,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Associate Director",130000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Man
25-34,"RECRUITMENT OR HR","Associate Of Talent Management And Culture",55000,2000,USD,NA,"United States",Virginia,Arlington,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Associate Technology II",82891,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Man
45-54,"GOVERNMENT AND PUBLIC ADMINISTRATION",Attorney,172500,0,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,ENTERTAINMENT,"Box Office Manager",54000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
45-54,"GOVERNMENT  & PUBLIC ADMINISTRATION","Branch Chief",105000,12000,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
25-34,"TRANSPORT OR LOGISTICS","Business Development Manager",57340,0,USD,NA,"United States",Virginia,Arlington,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"BUSINESS OR CONSULTING","Business Development Operations Director",119000,6000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","College Degree",Woman
45-54,INSURANCE,"Claims Specialist",60000,0,USD,NA,"United States",Washington,Arlington,"21 - 30 years","21 - 30 years","College Degree",Woman
25-34,"UTILITIES & TELECOMMUNICATIONS","Clean Energy Product Development",117700,25000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","College Degree",Woman
18-24,"MEDIA & DIGITAL","Communications Associate",50000,600,USD,NA,"United States",Virginia,Arlington,"1 year or less","1 year or less","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Content Specialist",57,2000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Crm Manager",89612,2000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Customer Success Manager",65000,3000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Cybersecurity Engineer",138000,3000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
25-34,NONPROFITS,"Deputy Director, Digital Media",58000,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,NONPROFITS,"Deputy Executive Director",86625,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,NONPROFITS,"Development And Data Specialist",52000,2000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","Master'S Degree",Woman
45-54,NONPROFITS,"Development Officer",72100,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION",Director,176000,20000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Director of Cybersecurity",190000,20000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Professional Degree (MD, Jd, Etc.)",Man
35-44,NONPROFITS,"Director Of Development",163000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,NONPROFITS,"Director Of Development",163000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Director Of Operations",135000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Man
25-34,"HEALTH CARE","Director of People Operations",104000,16000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Man
35-44,"THINK TANK",Editor,90280,100,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Engineering Manager",187000,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,NONPROFITS,"Executive Assistant",76000,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Executive Assistant",71500,13500,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,NONPROFITS,"Finance Director",58000,3000,USD,NA,"United States",Massachusetts,Arlington,"11 - 20 years","2 - 4 years","College Degree",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Finance Manager",143000,50000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Financial Analyst",96000,6700,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
45-54,"GOVERNMENT  & PUBLIC ADMINISTRATION","Fiscal & Budget Manager",120660,0,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
25-34,"GOVERNMENT  & PUBLIC ADMINISTRATION","General Engineer",102000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","5-7 years","College Degree",Woman
45-54,LAW,"Government Attorney",163000,0,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","21 - 30 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"GOVERNMENT  & PUBLIC ADMINISTRATION","Grants Administrator",87962,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Group Product Manager",190000,44000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Man
25-34,LIBRARY,"Head Of Teen Services",63000,2000,USD,"Option to get 2x or 1.5x if taking on a weekend day in the summer","United States",Massachusetts,Arlington,"5-7 years","5-7 years","Master'S Degree",Non-binary
35-44,"GOVERNMENT  & PUBLIC ADMINISTRATION","Immigration Officer",107146,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
35-44,"BUSINESS OR CONSULTING","IT Business Analyst",92800,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Some College",Woman
25-34,NONPROFITS,"Lead Pastor",44000,3000,USD,NA,"United States",Texas,Arlington,"8 - 10 years","11 - 20 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)",Lecturer,42000,2000,USD,NA,"United States",Texas,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"MEDIA & DIGITAL","Legal Content Analyst",99000,3000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
25-34,"BUSINESS OR CONSULTING","Management Consultant",93200,5000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH",Manager,101900,16000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","College Degree",Woman
35-44,"BUSINESS OR CONSULTING","Managing Consultant",130000,7000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
18-24,"ENGINEERING OR MANUFACTURING",Manger,48000,15000,USD,NA,"United States",Texas,Arlington,"2 - 4 years","2 - 4 years","High School",Man
25-34,NONPROFITS,"Marketing And Communications Manager",64000,2000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Mid-Level Sharepoint Developer",112500,960,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
45-54,"RELIGIOUS INSTITUTION","Office Administrator",54080,250,USD,NA,"United States",Massachusetts,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,"BUSINESS OR CONSULTING","Operations Manager",77250,7725,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","College Degree",Woman
25-34,NONPROFITS,"Partnerships Manager",75000,8000,USD,NA,"United States","District Of Columbia, Virginia",Arlington,"8 - 10 years","2 - 4 years","College Degree",Woman
35-44,"GOVERNMENT & PUBLIC ADMINISTRATION","Policy Advisor",101000,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Policy Analyst",95000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
25-34,NONPROFITS,"Policy Researcher",122000,10000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years",PH.D.,Woman
25-34,"BUSINESS OR CONSULTING",Principal,84000,12000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Principal Computational Linguist",135000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years",PH.D.,Man
35-44,"COMPUTING OR TECH","Principal Engineer",185000,40000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Master'S Degree",Man
45-54,"ENGINEERING OR MANUFACTURING","Process Analyst",135000,5000,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","11 - 20 years","Some College",Woman
25-34,NONPROFITS,"Professional Development Manager",57000,750,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Project Associate",45000,3000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"HEALTHCARE TECHNOLOGY","Project Manager",83900,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
55-64,"BUSINESS OR CONSULTING","Proposal Manager",125000,0,USD,NA,"United States",Virginia,Arlington,"31 - 40 years","21 - 30 years","Master'S Degree",Woman
25-34,NONPROFITS,"Recruiting Manager",85000,15000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,"MEDIA & DIGITAL",Reporter,81000,1500,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"POLITICAL RESEARCH","Research Analyst",40000,1300,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","1 year or less","College Degree",Man
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Research Associate",101000,2000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,NONPROFITS,"Research Associate",46000,750,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","College Degree",Woman
45-54,NONPROFITS,"Research Coordinator",61000,1000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,NONPROFITS,"Research Librarian",78500,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Research Scientist",141000,1600,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years",PH.D.,Man
25-34,"BUSINESS OR CONSULTING","Senior Advisory Specialist",76000,3800,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"MEDIA & DIGITAL","Senior Backend Engineer",135000,3000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Campaign Manager",112500,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"UTILITIES & TELECOMMUNICATIONS","Senior Data Scientist",107100,16000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","5-7 years",PH.D.,Man
45-54,"HEALTH CARE","Senior Director",120000,3000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Non-binary
35-44,"MEDIA & DIGITAL","Senior Product Manager",108000,5000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","College Degree",Woman
25-34,"HEALTH CARE","Senior Project Manager",115000,23000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"BUSINESS OR CONSULTING","Senior Public Relations Specialist",74000,8000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,NONPROFITS,"Senior Research Analyst",69000,0,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"MARKET RESEARCH","Senior Research Manager",70000,0,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
35-44,NONPROFITS,"Senior Research Scientist",170000,2000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years",PH.D.,"Other/Prefer not to answer"
35-44,"BUSINESS OR CONSULTING","Senior Researcher",95000,2200,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","2 - 4 years",PH.D.,Woman
25-34,"COMMUNICATION RESEARCH","Senior Researcher",90456,1800,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years",PH.D.,Woman
25-34,"COMPUTING OR TECH","Senior Solution Architect",146000,20000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Man
25-34,"COMPUTING OR TECH","Senior Solution Architect",146000,20000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Man
25-34,"MARKETING, ADVERTISING & PR","Senior Survey Analyst",72000,0,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","Master'S Degree",Woman
18-24,"COMPUTING OR TECH","Software Consultant",80000,5000,USD,NA,"United States",Virginia,Arlington,"2 - 4 years","2 - 4 years","College Degree",Man
25-34,"ENGINEERING OR MANUFACTURING","Software Designer",135000,1000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","Master'S Degree",Man
35-44,"COMPUTING OR TECH","Software Developer",105000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Man
25-34,"COMPUTING OR TECH","Software Development Manager",160000,200000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,NONPROFITS,Specialist,74000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Staff Engineer",76000,500,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"GOVERNMENT CONTRACTING","Subject Matter Expert",68000,0,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Systems Engineer",130000,1500,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"EDUCATION (PRIMARY/SECONDARY)",Teacher,58000,3000,USD,NA,"United States",Texas,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
35-44,NONPROFITS,"Technical Advisor",106800,5000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","5-7 years","Master'S Degree",Woman
35-44,NONPROFITS,"Vice President",140000,10000,USD,NA,"United States",Virginia,Arlington,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Man
18-24,"LEISURE, SPORT & TOURISM","Visitor Information Assistant",45000,2000,USD,NA,"United States",Virginia,Arlington,"1 year or less","1 year or less","College Degree",Woman
25-34,"SOCIAL WORK","Youth Program Counselor",70000,2000,USD,NA,"United States",Virginia,Arlington,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
45-54,INSURANCE,"Claims Specialist",60000,2000,USD,NA,"United States",Washington,Arlington,"21 - 30 years","21 - 30 years","Some College",Woman
35-44,"COMPUTING OR TECH","Front-End Developer",70000,2000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","High School",Man
25-34,"COMPUTING OR TECH","Lead Consultant - Software Development",135000,5000,USD,NA,"United States",Virginia,Arlington,"5-7 years","5-7 years","College Degree",Man
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION",Paralegal,81000,2000,USD,NA,"United States",Virginia,Arlington,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
